,OLS,OLS Huber,OLS Huber 3 Factors,Elastic Net,Lasso,Ridge,Glm,PLS,PCR
2003,0.006101756247004708,3.297362383136715e-14,0.015677403653235,0.004969185942026111,0.0024459494012794014,0.08481611669253042,0.006101756247004597,-35218.9882328568,-2.217815440879121e+21
2004,0.006740083876008218,2.9753977059954195e-14,0.013412552735928895,0.003047817220002025,-8.3206140657488e-06,0.09340640435605407,0.006740083876008218,-26738.230596208643,-2.4231089771822056e+22
2005,0.01944380603875695,4.4075854077618715e-14,0.022428011415112747,0.015223787014070345,0.009049700808051231,0.11919169809870933,0.01944380603875695,-17927.85480585772,-1.9458477911442495e+23
2006,0.0219859461847125,3.952393967665557e-14,0.016380824783591263,0.010983385107822263,0.004784812926249771,0.15293635223753343,0.0219859461847125,-9457.605716965889,-1.5919050777816528e+24
