,R2OOS,R2OOS_Reduction,R2OOS_Normalized
std_dolvol,0.12853499491441767,1.619791316909147e-05,4.2614045720915764e-05
ep,0.12852422368405914,2.696914352762203e-05,7.095138141208383e-05
mom1m,0.1285803412763673,2.914844878054712e-05,7.668477513499825e-05
std_turn,0.12859128428241118,4.0091454824420225e-05,0.0001054740244049412
mom12m,0.12849549867614318,5.5694151443574924e-05,0.00014652215326927992
bm,0.128647129580022,9.593675243524391e-05,0.0002523938183835176
ffi49,0.12840878241804987,0.0001424104095368861,0.00037465836739508776
seas1a,0.1287096011511718,0.00015840832358504642,0.00041674624831967863
me,0.12886729424092325,0.0003161014133364892,0.0008316108340468888
rna,0.1281436054676124,0.0004075873599743707,0.0010722953143345807
dy,0.12900853707608306,0.0004573442484963053,0.0012031975052692885
pm,0.12916717962362356,0.0006159867960368048,0.001620559958296476
roe,0.12791841239801927,0.0006327804295674921,0.0016647412463195895
rvar_capm,0.1275487330815458,0.0010024597460409623,0.0026373067323686144
beta,0.12741474671518593,0.001136446112400824,0.0029898028275405315
rvar_mean,0.12980010110599194,0.0012489082784051808,0.0032856722913383596
ntis,0.1305117744587605,0.001960581631173741,0.005157967844268397
tms,0.1264602707728283,0.0020909220547584706,0.005500872063592269
herf,0.1241375537799837,0.004413639047603057,0.011611558489464678
me_ia,0.12292448365171449,0.005626709175872269,0.01480294650155641
bm_ia,0.1214496206102843,0.007101572217302454,0.018683068615034812
b/m,0.1367360338828545,0.008184841055267733,0.02153297077880131
tbl,0.1193571649358115,0.009194027891775258,0.024187975379884142
dfy,0.11369561486638269,0.01485557796120407,0.03908258254263049
d/p,0.04782237272049339,0.08072882010709337,0.21238424944786993
svar,0.03241140520517305,0.09613978762241371,0.2529279705708202
e/p,-0.014869958966503782,0.14342115179409054,0.3773174640522275
adm,0.1900855598181228,0.0,0.0
acc,0.1900855598181228,0.0,0.0
agr,0.1900855598181228,0.0,0.0
shrcd,0.1900855598181228,0.0,0.0
cash,0.1900855598181228,0.0,0.0
cashdebt,0.1900855598181228,0.0,0.0
cfp,0.1900855598181228,0.0,0.0
chcsho,0.1900855598181228,0.0,0.0
chpm,0.1900855598181228,0.0,0.0
chtx,0.1900855598181228,0.0,0.0
depr,0.1900855598181228,0.0,0.0
gma,0.1900855598181228,0.0,0.0
nincr,0.1900855598181228,0.0,0.0
grltnoa,0.1900855598181228,0.0,0.0
lgr,0.1900855598181228,0.0,0.0
ni,0.1900855598181228,0.0,0.0
op,0.1900855598181228,0.0,0.0
pctacc,0.1900855598181228,0.0,0.0
rd_sale,0.1900855598181228,0.0,0.0
rdm,0.1900855598181228,0.0,0.0
roa,0.1900855598181228,0.0,0.0
rsup,0.1900855598181228,0.0,0.0
sgr,0.1900855598181228,0.0,0.0
sp,0.1900855598181228,0.0,0.0
tms,0.1900855598181228,0.0,0.0
lev,0.1900855598181228,0.0,0.0
cinvest,0.1900855598181228,0.0,0.0
ato,0.1900855598181228,0.0,0.0
abr,0.1900855598181228,0.0,0.0
hire,0.1900855598181228,0.0,0.0
baspread,0.1900855598181228,0.0,0.0
ill,0.1900855598181228,0.0,0.0
maxret,0.1900855598181228,0.0,0.0
sue,0.1900855598181228,0.0,0.0
mom36m,0.1900855598181228,0.0,0.0
mom60m,0.1900855598181228,0.0,0.0
seas1a,0.1900855598181228,0.0,0.0
exchcd,0.1900855598181228,0.0,0.0
zerotrade,0.1900855598181228,0.0,0.0
turn,0.1900855598181228,0.0,0.0
std_dolvol,0.1900903002465888,4.740428465987989e-06,8.053228122470946e-06
mom6m,0.19007824591375755,7.313904365258139e-06,1.2425151173984428e-05
std_turn,0.19010347089969215,1.7911081569343956e-05,3.0428056626744015e-05
re,0.19005562119718,2.9938620942804306e-05,5.086091813313319e-05
me,0.19014795192920886,6.239211108605147e-05,0.00010599419593051488
mom12m,0.19017558074478902,9.00209266662122e-05,0.00015293112499022607
mom1m,0.18995239057035396,0.00013316924776884953,0.00022623320631775094
bm,0.19024268655814258,0.0001571267400197751,0.00026693314551593113
pm,0.18991858870015266,0.0001669711179701494,0.0002836571657025039
dolvol,0.19028969664148676,0.000204136823363954,0.00034679574189162415
alm,0.18972357401741424,0.0003619858007085641,0.0006149558528553394
beta,0.18970232234165973,0.00038323747646307194,0.0006510590435402698
ep,0.19051066223537438,0.00042510241725157716,0.0007221808674265635
noa,0.1906127177373489,0.0005271579192260845,0.000895556806848676
roe,0.18948944159888337,0.0005961182192394388,0.0010127093029544964
rvar_capm,0.1894845482090195,0.000601011609103308,0.0010210223879738509
ffi49,0.1894568941486361,0.0006286656694867165,0.0010680022039078014
dy,0.19079346297497446,0.0007079031568516525,0.001202613993998013
pscore,0.19083150883223277,0.000745949014109959,0.0012672478071257577
rna,0.18919446618687163,0.0008910936312511719,0.0015138252464803412
rvar_mean,0.18918094915906425,0.0009046106590585579,0.0015367885100865087
tbl,0.18891331978982706,0.0011722400282957457,0.001991447910223851
rvar_ff3,0.18791028417240185,0.0021752756457209532,0.0036954446480809977
me_ia,0.1876255677800287,0.0024599920380941054,0.004179132161654745
ntis,0.19321988396660128,0.0031343241484784734,0.00532471432879346
herf,0.18599441827463892,0.004091141543483889,0.0069501937150584
bm_ia,0.18133857226097128,0.008746987557151531,0.014859729808722027
b/m,0.20656042271034658,0.016474862892223774,0.02798815130519168
dfy,0.16098670561640704,0.029098854201715763,0.04943428904587398
d/p,0.0433175908152561,0.1467679690028667,0.24933525396116063
svar,0.0212382690212215,0.1688472907969013,0.2868444826042188
e/p,-0.007935998359583252,0.19802155817770606,0.33640688655341894
