,R2OOS,R2OOS_Reduction,R2OOS_Normalized
grltnoa,0.01806426037693787,2.0419039323704702e-05,0.0025907800811313685
chcsho,0.0180232888192694,2.0552518344763016e-05,0.002607715980197165
mom6m,0.018021823285710226,2.201805190393813e-05,0.002793663766140875
rna,0.018067136288089203,2.3294950475039045e-05,0.002955677430505235
alm,0.018018576643146544,2.5264694467619364e-05,0.003205599741736642
beta,0.018018097478345818,2.574385926834566e-05,0.0032663964619750814
sgr,0.01801735878609978,2.6482551514384056e-05,0.003360122181720414
d/p,0.018071246261750606,2.7404924136442688e-05,0.0034771533788657285
e/p,0.018013822909299648,3.001842831451551e-05,0.003808756372481796
baspread,0.018011395998567714,3.244533904644964e-05,0.004116684276596244
abr,0.018010593674913422,3.324766270074164e-05,0.004218483587974577
me,0.018081050834303114,3.720949668895024e-05,0.004721163484843389
chpm,0.018081613049534262,3.7771711920098205e-05,0.00479249769401335
std_turn,0.01799741705737945,4.642428023471368e-05,0.005890340804296709
cash,0.017992006093723867,5.183524389029692e-05,0.0065768871513785946
agr,0.018095930209329536,5.208887171537224e-05,0.006609067603495311
ep,0.018099076989315566,5.523565170140188e-05,0.0070083329547326705
chtx,0.018106545567545318,6.270422993115421e-05,0.00795595068567806
op,0.017980235970861846,6.360536675231732e-05,0.00807028747153914
ato,0.018112853171945442,6.901183433127844e-05,0.008756263353695073
zerotrade,0.01797153717647959,7.230416113457316e-05,0.009173995773292731
dfy,0.01795905559283628,8.478574477788214e-05,0.010757666668451817
rd_sale,0.017954493452882025,8.934788473213828e-05,0.011336513750013532
herf,0.017951865485606233,9.197585200793057e-05,0.011669951830231326
cfp,0.01815935335266583,0.00011551201505166642,0.01465623445760166
re,0.017925843389789864,0.00011799794782429984,0.014971651114001039
maxret,0.017898017771986074,0.0001458235656280893,0.0185021823602748
mom1m,0.017845227584964762,0.0001986137526494014,0.025200233274709338
turn,0.01784150472630186,0.00020233661131230374,0.02567259183750997
mom36m,0.017841056109779596,0.00020278522783456765,0.025729512573668133
mom12m,0.0182657553667942,0.000221914029180037,0.02815658647837568
dy,0.017817797101907118,0.0002260442357070458,0.028680629584983092
rvar_capm,0.01775789702681707,0.0002859443107970927,0.036280787405405496
bm,0.017672871214321262,0.0003709701232929019,0.04706891401136309
rvar_ff3,0.017618898980130915,0.00042494235748324893,0.053916943786798115
me_ia,0.017556485727772353,0.0004873556098418108,0.061835975061764574
rvar_mean,0.01743555083613091,0.0006082905014832551,0.07718026738675669
b/m,0.017392755865435205,0.0006510854721789583,0.08261011919777286
tbl,0.016938049674722566,0.0011057916628915976,0.14030351617839487
bm_ia,0.016838105395269753,0.0012057359423444103,0.1529845069108421
pctacc,0.015620867554701157,0.0,0.0
sue,0.015620867554701157,0.0,0.0
roe,0.015620752388821213,1.1516587994364613e-07,1.1371817137409505e-05
adm,0.015619642861268934,1.2246934322224234e-06,0.00012092982546075873
herf,0.015619188570586862,1.6789841142950124e-06,0.0001657878213036806
chtx,0.015625126411483836,4.258856782679565e-06,0.00042053202364056785
mom60m,0.015625216595634206,4.349040933049331e-06,0.0004294370714481255
acc,0.015628582073808905,7.714519107748785e-06,0.0007617542681851476
chcsho,0.015629548622029144,8.681067327986902e-06,0.0008571940774447553
ntis,0.015611825299694848,9.042255006308508e-06,0.0008928588093268774
turn,0.01563086918842438,1.000163372322227e-05,0.0009875906807770357
pscore,0.01563107632908256,1.0208774381403884e-05,0.0010080443575753776
pm,0.015608322025528532,1.254552917262508e-05,0.0012387823868748188
ni,0.015606630971245039,1.4236583456117557e-05,0.001405762052125668
lgr,0.015606269509638171,1.4598045062985676e-05,0.0014414538325167856
cashdebt,0.015604589684511061,1.6277870190095634e-05,0.0016073246978952082
dfy,0.015639139426792736,1.8271872091579766e-05,0.0018042183004658666
roa,0.015600849584365473,2.0017970335683977e-05,0.001976633168008416
seas1a,0.015592325717874278,2.8541836826878608e-05,0.0028183047732528617
e/p,0.01559037362276472,3.0493931936437235e-05,0.003011060376141448
lev,0.01565242515581311,3.155760111195338e-05,0.0031160901936932058
depr,0.01565357763097497,3.271007627381195e-05,0.003229888975089875
nincr,0.015587652076380687,3.321547832046967e-05,0.003279793857145884
agr,0.015654750619004676,3.3883064303519284e-05,0.00334571325728812
dolvol,0.015585139812394067,3.572774230709008e-05,0.00352786217973176
cinvest,0.015657159254886643,3.6291700185486775e-05,0.0035835490365461807
gma,0.015582301133116538,3.8566421584618205e-05,0.0038081617065673077
noa,0.015580088317056595,4.0779237644561483e-05,0.004026661661629617
sgr,0.015576663641715616,4.420391298554094e-05,0.0043648241603807285
ffi49,0.015576113730181529,4.475382451962773e-05,0.004419124039914904
ato,0.015571084816764058,4.978273793709853e-05,0.004915693716726532
abr,0.015564750109031245,5.611744566991206e-05,0.005541201358327839
cfp,0.01567723137056154,5.636381586038297e-05,0.005565528674330764
rna,0.015563973729355585,5.689382534557197e-05,0.005617863367120079
rdm,0.015557029148056567,6.383840664458962e-05,0.006303591715368239
tms,0.015554640622325033,6.622693237612332e-05,0.006539441759324745
rsup,0.015548858775785157,7.200877891599955e-05,0.007110358263416145
cash,0.015546334180282728,7.453337441842844e-05,0.007359644236080932
baspread,0.015545260192233012,7.560736246814415e-05,0.0074656929695695855
hire,0.015704864973976163,8.399741927500592e-05,0.008294151813689015
beta,0.015523975203714069,9.689235098708782e-05,0.009567435233230745
op,0.01572160279602941,0.00010073524132825362,0.009946893509069377
grltnoa,0.015735870595157353,0.00011500304045619636,0.011355737888286983
chpm,0.015501151396357216,0.000119716158343941,0.011821124987249907
maxret,0.015757226276209457,0.00013635872150830064,0.013464460540240893
ep,0.015483850039998526,0.0001370175147026309,0.013529511714607463
std_turn,0.01576011598576621,0.00013924843106505325,0.013749798946682932
sp,0.015474507217650535,0.00014636033705062168,0.014452049425782357
rd_sale,0.015474485337324762,0.00014638221737639512,0.014454209953394566
mom12m,0.01577098844133218,0.0001501208866310222,0.014823377133132854
alm,0.015452764456653112,0.00016810309804804469,0.016598993488086945
dy,0.015449341575683118,0.000171525979018039,0.016936978805378325
mom6m,0.015417965949622192,0.0002029016050789645,0.020035100248215178
mom36m,0.01541507194719638,0.00020579560750477732,0.02032086254515301
std_dolvol,0.015408361542895266,0.0002125060118058908,0.02098346756903412
tbl,0.015367815818149166,0.0002530517365519902,0.024987071481425538
me,0.015352123668738615,0.0002687438859625413,0.02653656038974643
zerotrade,0.015343730819410095,0.0002771367352910614,0.02736529497565385
d/p,0.015906849823193014,0.0002859822684918578,0.028238728896286962
ill,0.015320376597483198,0.00030049095721795815,0.02967135942173028
me_ia,0.015319232573742125,0.0003016349809590313,0.02978432368502341
re,0.015289550438383759,0.0003313171163173978,0.032715224883436936
rvar_ff3,0.015216942223503671,0.0004039253311974855,0.03988477321401997
bm,0.015190218592540883,0.0004306489621602738,0.042523543001609376
mom1m,0.015116137025340315,0.0005047305293608417,0.04983857446639567
rvar_mean,0.015030609644126947,0.0005902579105742101,0.05828379921417565
b/m,0.01503007924301425,0.0005907883116869073,0.058336172577415024
rvar_capm,0.015017527006063736,0.000603340548637421,0.05957561730997405
bm_ia,0.014123595112931153,0.0014972724417700034,0.14784507721403894
pctacc,0.029155186726671056,0.0,0.0
sue,0.029155186726671056,0.0,0.0
dfy,0.029154174674475897,1.0120521951595407e-06,6.9707186947027e-05
hire,0.029151423499764517,3.7632269065390744e-06,0.00025920003212566363
cashdebt,0.02915058707804119,4.59964862986606e-06,0.0003168103072808077
rsup,0.02916042354700288,5.236820331822045e-06,0.00036069682534581673
chtx,0.02914885078021623,6.335946454827379e-06,0.00043640140906307833
cinvest,0.029148510796137783,6.675930533273089e-06,0.0004598185152445355
ffi49,0.029161982388395846,6.795661724789959e-06,0.0004680652485556974
ntis,0.029163138066191197,7.951339520140266e-06,0.0005476649456032518
adm,0.029146104165233777,9.082561437279146e-06,0.0006255801934864339
acc,0.029175133375069717,1.9946648398661004e-05,0.0013738666400233356
std_turn,0.0291787168910691,2.3530164398044562e-05,0.0016206887119396105
roa,0.029180203777721014,2.5017051049958106e-05,0.001723101103622272
nincr,0.029125055615692563,3.013111097849297e-05,0.002075342552434586
pscore,0.029124315320574135,3.087140609692174e-05,0.00212633190897479
ni,0.02918636219270243,3.1175466031374555e-05,0.002147274665480211
agr,0.029186727171090943,3.154044441988635e-05,0.0021724133064330185
lgr,0.0291235580879331,3.162863873795718e-05,0.0021784878723959526
sp,0.029115975776399128,3.9210950271928446e-05,0.0027007352526368642
seas1a,0.0291977053659912,4.251863932014377e-05,0.002928559173131629
gma,0.02911048551922224,4.470120744881623e-05,0.0030788880645639632
me,0.029109862607492043,4.5324119179013245e-05,0.0031217923975973938
grltnoa,0.02920130569402213,4.6118967351072016e-05,0.0031765392084725673
lev,0.029213795820521304,5.860909385024815e-05,0.004036822489349041
mom12m,0.029095015697856663,6.017102881439307e-05,0.004144403988668435
cash,0.029079836467044595,7.535025962646102e-05,0.005189904887722454
abr,0.029076605789409293,7.858093726176296e-05,0.005412424487963102
e/p,0.029070176953222004,8.50097734490518e-05,0.005855223869361125
depr,0.029068618341195007,8.656838547604906e-05,0.005962576494515656
op,0.0290673538015348,8.783292513625529e-05,0.006049674277532697
turn,0.02924369715345876,8.851042678770238e-05,0.006096338604234639
rd_sale,0.02906592081443593,8.926591223512581e-05,0.006148374226084163
beta,0.029060415603971324,9.477112269973276e-05,0.006527556976612748
rdm,0.02925340128103393,9.82145543628743e-05,0.006764730450303084
baspread,0.029050150922614648,0.00010503580405640811,0.007234558123098711
me_ia,0.029041920265538756,0.00011326646113229977,0.00780146164272954
rna,0.02927589749570747,0.00012071076903641398,0.008314203737697791
roe,0.02903151933940773,0.0001236673872633265,0.008517846929679494
tbl,0.029028228843701376,0.00012695788296968047,0.00874448662321333
herf,0.029009030344712472,0.00014615638195858427,0.010066822926145672
pm,0.029003715673637687,0.0001514710530333696,0.010432881882337765
ep,0.02900319613418556,0.00015199059248549585,0.01046866623603902
chpm,0.02931544352833171,0.00016025680166065204,0.011038018479996168
sgr,0.02931556446056227,0.0001603777338912149,0.01104634793735428
noa,0.02899142635635721,0.00016376037031384794,0.011279334013185215
ato,0.029330305796206768,0.00017511906953571188,0.012061687901572072
mom60m,0.02897657807021048,0.0001786086564605771,0.01230204041432082
zerotrade,0.029355230663549392,0.00020004393687833577,0.013778439661799457
alm,0.029377670619677665,0.00022248389300660865,0.0153240380255973
mom6m,0.028918279680026582,0.00023690704664447448,0.01631746254639676
cfp,0.028879498736166354,0.0002756879905047027,0.01898858021856478
std_dolvol,0.029444121747548846,0.00028893502087778966,0.019900996818347116
d/p,0.028847014775318258,0.00030817195135279807,0.021225980169326343
maxret,0.0288361650907476,0.00031902163592345545,0.021973274621431026
re,0.028833988742939742,0.0003211979837313139,0.022123175075409316
ill,0.028808711585906144,0.0003464751407649125,0.02386419151631793
tms,0.02880667589620367,0.0003485108304673856,0.024004403852534505
mom36m,0.028784045548683856,0.0003711411779871998,0.02556311581698136
dy,0.0287107392118493,0.00044444751482175526,0.03061224129743402
dolvol,0.029680527316501393,0.0005253405898303365,0.03618391905211162
bm,0.02855009260395258,0.0006050941227184747,0.041677108487704846
mom1m,0.028517037041908,0.0006381496847630563,0.0439538786524269
chcsho,0.028447118482101352,0.000708068244569704,0.048769663987234216
rvar_capm,0.02843619784350926,0.0007189888831617974,0.049521845544233827
rvar_ff3,0.028407551259056474,0.0007476354676145824,0.051494938263556764
b/m,0.028327933986417198,0.0008272527402538588,0.056978742492847095
rvar_mean,0.028306135469437832,0.0008490512572332243,0.058480160409349946
bm_ia,0.02721260269954051,0.001942584027130545,0.13379949036931935
pctacc,0.023549913625022123,0.0,0.0
sue,0.023549913625022123,0.0,0.0
turn,0.023550449672302465,5.360472803417338e-07,3.389878362278981e-05
std_turn,0.023550557173965148,6.435489430245411e-07,4.0697019032269806e-05
roe,0.02355093869758007,1.0250725579474818e-06,6.482397003743554e-05
ato,0.02354857834746482,1.3352775573016729e-06,8.444084440178569e-05
noa,0.023551677938709714,1.7643136875911125e-06,0.00011157241185935957
rsup,0.023545885423700397,4.028201321726321e-06,0.00025473709130131996
rna,0.023544083980059582,5.82964496254057e-06,0.000368657542776575
pscore,0.023541191225717517,8.722399304605943e-06,0.0005515907598857921
cashdebt,0.02353978493918929,1.0128685832833106e-05,0.0006405220994900637
rd_sale,0.023561719690175065,1.1806065152941692e-05,0.000746596919213902
roa,0.023537372846241578,1.254077878054538e-05,0.0007930590489554702
chtx,0.02352855587578695,2.135774923517353e-05,0.0013506303390465782
ffi49,0.023527756112605158,2.2157512416964842e-05,0.0014012060998856858
lev,0.02352671252755556,2.320109746656307e-05,0.0014672007706650174
grltnoa,0.023525906641547523,2.4006983474600396e-05,0.001518163729368353
acc,0.023575182162082875,2.526853706075194e-05,0.0015979423862402665
adm,0.023576736945530974,2.6823320508850834e-05,0.0016962644365896304
depr,0.023577234965009408,2.7321339987285143e-05,0.0017277584020633787
beta,0.02352228246067689,2.763116434523205e-05,0.001747351205266142
d/p,0.023519827281490047,3.00863435320764e-05,0.0019026128604637121
chcsho,0.023519061049166234,3.085257585588863e-05,0.0019510681827874063
cinvest,0.023581858527175314,3.194490215319146e-05,0.0020201451731121137
op,0.023516586488403934,3.3327136618188646e-05,0.0021075554982144654
gma,0.023514011093891285,3.590253113083808e-05,0.0022704193808032683
pm,0.023589270726946276,3.9357101924153426e-05,0.0024888809832155604
rdm,0.023601291362338572,5.1377737316449235e-05,0.003249046985572872
cash,0.023491851501996397,5.806212302572611e-05,0.0036717569835894477
seas1a,0.023487599604890663,6.231402013145981e-05,0.00394064024306937
ep,0.02348680185327523,6.31117717468932e-05,0.003991088795628143
lgr,0.023484132309109063,6.578131591306047e-05,0.004159906553648843
agr,0.023481863408807646,6.805021621447693e-05,0.004303388226254974
herf,0.023476743465645877,7.317015937624571e-05,0.004627165347726678
e/p,0.02345939607988412,9.051754513800248e-05,0.005724186632834156
alm,0.023649112012176676,9.91983871545532e-05,0.006273149375439764
ntis,0.02344348124975293,0.00010643237526919425,0.006730615361782831
nincr,0.023442469801720378,0.00010744382330174496,0.006794577738346471
ni,0.02344035924731125,0.00010955437771087428,0.0069280458667428865
maxret,0.023417875604664684,0.00013203802035743895,0.008349875927408688
hire,0.023683569961371664,0.00013365633634954133,0.008452215675526812
baspread,0.023404822859607433,0.00014509076541469046,0.009175310915339472
dy,0.023403194124959725,0.00014671950006239776,0.009278309522787628
zerotrade,0.02339589666512254,0.0001540169598995833,0.009739789360646425
mom60m,0.02370620342973373,0.0001562898047116068,0.009883520477875201
tms,0.023712586397121704,0.0001626727720995813,0.010287169257173795
abr,0.023386856610730145,0.0001630570142919785,0.010311468126725964
re,0.02337675802369088,0.00017315560133124297,0.010950086826034908
mom6m,0.023367036831129284,0.00018287679389283884,0.011564839694458998
mom12m,0.023339771764075534,0.00021014186094658882,0.013289039485057148
mom1m,0.023309693835904866,0.0002402197891172575,0.01519112017135278
cfp,0.023290086569203283,0.0002598270558188398,0.0164310527588804
sgr,0.023288418667663624,0.00026149495735849904,0.01653652821873346
dolvol,0.02387536701227111,0.0003254533872489862,0.020581158338540823
ill,0.023207395508864415,0.00034251811615770844,0.02166030485056036
sp,0.023200859554493136,0.00034905407052898685,0.02207362828512596
chpm,0.02393036799454773,0.00038045436952560685,0.02405933361451172
me,0.023955530289180738,0.0004056166641586145,0.02565055739737177
std_dolvol,0.0239609045624275,0.0004109909374053755,0.02599041795184666
mom36m,0.023052021314817428,0.000497892310204695,0.03148592355569848
me_ia,0.02301152023112274,0.0005383933938993835,0.0340471481398051
rvar_ff3,0.022921769597334718,0.0006281440276874051,0.0397228365097728
tbl,0.022882463337527414,0.0006674502874947086,0.042208502317795375
b/m,0.02277099893756296,0.0007789146874591646,0.04925733497604592
bm,0.022732936121925507,0.0008169775030966164,0.05166436733808972
dfy,0.022608301229175676,0.0009416123958464473,0.05954608116468107
rvar_capm,0.022590224365510503,0.0009596892595116202,0.06068923348059938
bm_ia,0.021709668523405834,0.001840245101616289,0.11637419459123165
rvar_mean,0.021554018014347753,0.0019958956106743697,0.12621728702138676
